reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment
d6a9f907-1034-467b-a7a4-1edc006f8ee0,Dikdik Adi,https://play-lh.googleusercontent.com/a/ACg8ocLOrhSbWhP1LPr6drsrtufjlN5kJmaUnS0piHD5hyvwZKLGRg=mo,mantap,5,0,82.4.1,10/9/2024 18:59,,,82.4.1,positif
c2b31edc-3645-4ad8-8aca-89505388420f,MChan,https://play-lh.googleusercontent.com/a-/ALV-UjWiFqUFYXaRevsy4iE2-2fiZfYjBBu3iA-sA6oz4lda08wacWY7,"Katanya download dapat kuota 1gb tapi di suruh isi pulsa, pas udah isi malah ilang bonus 1gb nya parah sih",1,0,82.1.0,10/9/2024 18:44,"Hai Kak, maaf sebelumnya. Untuk bisa membantumu, mohon infokan detil keluhanmu melalui WA Official IM3 di 0855-1000-185. Kami tunggu ya. Terima Kasih^ 💛 Valy",10/10/2024 3:48,82.1.0,negatif
c01b0942-3d36-4d53-b375-26698691d6af,Lailatul Zuhro,https://play-lh.googleusercontent.com/a-/ALV-UjWgJ54GK2SRRsIJWyopEdeASppodLl1NPvpHV8e9nlgKkWSDy8,memuaskan,5,0,82.4.1,10/9/2024 18:38,,,82.4.1,positif
3d4f7108-57c5-43b4-81a3-9c773d796da1,BIM_ ARYA15,https://play-lh.googleusercontent.com/a/ACg8ocKTUgJYzbJ3SczniR4R5GvuDvPNTNYQDgJ-nxFxxk7TT64QLg=mo,good job,5,0,82.4.1,10/9/2024 18:27,,,82.4.1,positif
535826a6-672f-4214-9bad-67ff5f1b5ffb,Papa Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjUjxuLch8c_Xbb-haMmhMThioIaz-qG7fhYgA3b6_EHSv97aT0,M3 ke anjg sinyal lelet,1,0,82.4.1,10/9/2024 18:19,"Hai Kak, maaf sebelumnya ya. Silahkan coba untuk restart device, tunggu beberapa saat dan dicoba kembali. Untuk bantuan lanjut, yuk infokan detil ke WA Official IM3 di 0855-1000-185. Terima kasih 💛 ^ Valy",10/10/2024 3:46,82.4.1,negatif
fea67908-c8be-454e-ab90-e758c200da35,MulkiWrg302,https://play-lh.googleusercontent.com/a/ACg8ocKxN9SyXji79bEEhxM4VROhK10Ihab3CHNLGIZDTTYdN7aS5A=mo,"Tolong dong lebih di perbaiki lagi sinyal/jaringan nya, kadang data nya mati sendiri dan normal nya lumayan lama, sangat tidak nyaman jika bermain game",1,0,82.4.1,10/9/2024 18:15,"Hai Kak, maaf sebelumnya ya. Silahkan coba untuk restart device, tunggu beberapa saat dan dicoba kembali. Untuk bantuan lanjut, yuk infokan detil ke WA Official IM3 di 0855-1000-185. Terima kasih 💛 ^ Valy",10/10/2024 3:26,82.4.1,negatif
ca56deac-1652-4ea9-89c8-a4852287a3ca,Hp Samsung,https://play-lh.googleusercontent.com/a/ACg8ocKPsbjTcBD9L2uvcdZ7HS5dd8sRela4f7wBdsuWooo69-uXFQ=mo,Nyaman,5,0,,10/9/2024 18:15,,,,positif
3d86def2-4c0d-4d3a-bd2d-a80161b49a7a,Rahmat005,https://play-lh.googleusercontent.com/a-/ALV-UjVDP3rDdG6JNlH4i-WGQDY4y-XqJvWboDLKAYeJKPgqldojNJA,tingkatkan lg supaya bisa transfer pulsa,5,0,82.4.1,10/9/2024 17:56,,,82.4.1,positif
551d6d8c-f47a-4e33-b628-ed3c05a5dd80,Dedenaji,https://play-lh.googleusercontent.com/a-/ALV-UjUvuLZpS4C6I33ucbt2gl0uNBy43Bpr6r2GX27vnU3iAnq2jGc,Saya mau lihat kouta intret dan mau lihat ga,2,0,82.4.1,10/9/2024 17:38,"Hai Kak, maaf udah bikin gak nyaman. Silahkan coba pengecekan via *888# atau SMS ketik USAGE ke 363. Jika masih terkendala, yuk infokan datanya melalui WA Official IM3 di 0855-1000-185. Terima Kasih^ 💛 Valy",10/10/2024 3:23,82.4.1,negatif
c447b3b3-266b-41c6-8da4-e90357ba7500,Davi Alfadhillah,https://play-lh.googleusercontent.com/a/ACg8ocJAKs-wehXRebzom7e9RA2YQ5MqvM0mIDy5o4J4Kg5DyrsM-ts=mo,Tolong dong sinyalnya di perbaiki,1,0,82.4.1,10/9/2024 17:38,"Hai Kak Davi, maaf sebelumnya ya. Silahkan coba untuk restart device, tunggu beberapa saat dan dicoba kembali. Untuk bantuan lanjut, yuk infokan detil ke WA Official IM3 di 0855-1000-185. Terima kasih 💛 ^ Valy",10/10/2024 3:20,82.4.1,negatif
