reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment
1528a551-7b22-4938-8c33-3361f3fa7e69,Rizhal Zhal,https://play-lh.googleusercontent.com/a/ACg8ocK2MMPU4vSfoF9cUM9c42lJCIAolCk7EnMwkeGZBC35MfI8-w=mo,"telkomsel babi, jaringan sdh jdi lelet lalet loading gk ada jelas, mmang babi kau jaringan gak mutu kau lgi",1,0,8.1.0,10/10/2024 9:08,"Hai Kak Rizhal. Mohon maaf untuk ketidaknyamanannya, silakan coba restart handphone Kakak. Apabila masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",10/10/2024 9:31,8.1.0,negatif
7457a35a-d5c5-4151-953d-eaabc457ff42,Aby Bandung,https://play-lh.googleusercontent.com/a/ACg8ocL3ZXyaa0o6MT8D6iLvXzbaiyThIRqvvY5eJg5Tjy7k4_HeRg=mo,tetap juara dan selalu menjadi produk telekomunikasi terbaik kedepan,5,0,8.3.0,10/10/2024 9:08,"Hai Kak Aby, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 13:55,8.3.0,positif
94b19387-7336-449d-9ae6-258868ef0606,Aldo lubuk hijau Aldo lubuk hijau,https://play-lh.googleusercontent.com/a/ACg8ocJMr7sNWTmaIG7d7mRM3Duw7YotxhHIs75LHh-OvHRvVOVufA=mo,Mantap,5,0,7.2.0,10/10/2024 9:06,"Hai Kak Aldo, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 13:56,7.2.0,positif
34f5043c-bbdc-4b7f-8096-df145abf9599,Rahmat Maulana,https://play-lh.googleusercontent.com/a/ACg8ocJd-jfDaC34cHZqRUyjDm2TkgqlK0ln_spvJSwKCZYfVmUUjw=mo,"Rusak aplikasinya keluar sendiri mulu, login nya lg susah terjadi kesalahan mulu kacau ada pulsa nya mau isi data ni, sekelas telkomsel ujan langsung ilang sinyal nya paket doang mahal",3,0,8.3.0,10/10/2024 9:05,"Hai Kak Rahmat. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",10/10/2024 13:16,8.3.0,negatif
417ed206-0dc4-4c4c-a54f-0420cde87021,Latifa Assydiqia,https://play-lh.googleusercontent.com/a/ACg8ocJIFO_Rsn65ZC55ZyilAIQ03gCC6O-vwi_Ywqy7pMjB3rdO2w=mo,baik,5,0,8.3.0,10/10/2024 9:00,"ai Kak Latifa, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 13:56,8.3.0,positif
7ae4b9be-017f-4657-b796-7eb3c8f55c0b,Micin Mang,https://play-lh.googleusercontent.com/a-/ALV-UjW8IcN6ZZvCRsGJ2TEvgAvLktjImYU5JsK_750HE4Iz_1Wijb-x,mantap,5,0,8.3.0,10/10/2024 8:59,"Hai Kak, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 13:57,8.3.0,positif
4d96c23f-f770-4a9f-a5c4-22b635ce9ea4,Asep Jaya,https://play-lh.googleusercontent.com/a/ACg8ocIN082cJjlnpDcyRFILcl7Rp2UmEXpiumy5NO24P99s7meahA=mo,sangat baik,4,0,8.3.0,10/10/2024 8:59,"Hai Kak Asep, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 13:26,8.3.0,positif
d9315796-67fa-40c3-baa7-ff2ffa545739,ALBARI 24,https://play-lh.googleusercontent.com/a-/ALV-UjWpnzd_LoM_2wtTcPprF_Vr1wBYneLPYpDRnDQ3RoEwFnM_X-w,"Mantap..., banyak bonusnya dan diskon khusus Promosi, cepat lengkapi dengan eMoney Speed-cash Iyah, terima kasih 🇮🇩",5,0,,10/10/2024 8:40,"Hai Kak Albari, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 15:59,,positif
e6caf407-a8cb-4888-89ea-4d872a206a62,Arifin Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocK6mmvn7_E2RbdS_hRyWVacz41o1RWDOdCbdzoIuXAvwt9n0g=mo,Jangan mahal mahal paket datanya,3,0,8.3.0,10/10/2024 8:40,"Hai kak Arifin, terima kasih untuk saran dan masukannya ya Kak. Saran dan masukan Kakak sangat berarti bagi kami untuk memberikan layanan Telkomsel yang terbaik :) -Ken",10/10/2024 13:17,8.3.0,negatif
f2064746-d278-46d1-a279-79751d4f0741,M Denny Eka Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjXDDSit3AafSEOMWNCIom-xp7zzb24h84xIrw1UyERehnSAgnzR,Good 💯,5,0,8.3.0,10/10/2024 8:39,"Hai Kak Denny, terima kasih tetap setia menggunakan layanan Telkomsel. Apresiasi dari Kakak sangat berarti bagi kami dalam meningkatkan layanan dan performa MyTelkomsel. Have a great day :) -Ken",10/10/2024 16:00,8.3.0,positif
