reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment
964ea61b-f0d4-4a78-becc-25c4ace42cf5,Randy Mata,https://play-lh.googleusercontent.com/a-/ALV-UjU931Xdm4czQMYZi_Ek3Bwg9S7Q9EFuxwgl7FjcyuFs2bsINwwo,lebih mudah di akses,5,0,7.4.0,10/8/2024 11:00,"Hi Kak, terima kasih atas kepercayaannya untuk tetap menggunakan layanan myXL. Maya sangat mengapresiasi masukanmu agar bisa menjadi bahan evaluasi bagi kami ke depan ya. Jika ada pertanyaan lain silakan untuk menghubungi Maya via Twitter @myXLCare, FB @myXLCare atau ke Livechat via myXL Apps.
",10/8/2024 13:02,7.4.0,positif
4bebfc15-ea49-475f-9944-706a2e576515,Anggara Putra,https://play-lh.googleusercontent.com/a/ACg8ocIMd-sls9pGbP93q_SCkQUmDIvY5VHiPl_Hg-Ly9w0l51bUmQ=mo,sangat membantu🥰,5,0,7.5.1,10/8/2024 10:58,"Hi Kak, terima kasih telah menjadi pelanggan setia XL. Ulasan kamu sangat membantu Maya bisa terus memberikan layanan yang lebih baik untuk pelanggan XL. Jika ada kendala jangan ragu untuk menghubungi Maya via Twitter @myXLCare, FB @myXLCare, atau ke Livechat via myXL Apps.
",10/8/2024 11:00,7.5.1,positif
b572212c-3be1-44be-93ac-66766d0480a9,Hidayat Mustahit,https://play-lh.googleusercontent.com/a/ACg8ocIvOp8SlKF-Vv5QjT1n2Gyr5fuyqkrZTZUBfTYy1OkVXoZmeg=mo,sangat baik untuk komunikasi,4,0,7.1.0,10/8/2024 10:55,"Hi Kak, terima kasih ya sudah memberi penilaian yang baik untuk aplikasi myXL. Review kamu akan sangat membantu XL untuk terus berinovasi agar bisa memberikan layanan yang lebih baik lagi. Apabila ada pertanyaan lain silakan hub Maya di Twitter @myXLCare, FB fanpage myXLCare atau chat via apps MyXL.
",10/8/2024 11:00,7.1.0,positif
a4b46dd8-0f5a-4f75-95a6-4c097b7ba9d0,Adit Tya,https://play-lh.googleusercontent.com/a/ACg8ocKeYa3u9aTY1Jv8lF-3Mu9hP7ZfM_9XpQw3ZsQB_uCAFaWHXw=mo,Kecewa pake XL beli Kouta lewat my XL percuma banyak di kurangi y,1,0,,10/8/2024 10:53,"Hi Kak, mohon maaf ya atas kendalanya. Yuk hubungi Maya di Twitter @myXLCare, FB fanpage myXLCare atau chat via myXL Apps untuk pengecekan lebih lanjut dan bantu Maya jadi lbh baik, dgn mengubah rating aplikasi MyXL menjadi bintang 5. Thanks
",10/8/2024 11:00,,negatif
3ab837d9-4328-4b25-8569-1aca9cda7542,Haji Iwan,https://play-lh.googleusercontent.com/a/ACg8ocKmTId4t1tw1JJtJPaJ7PU_ga2fmywILh-dxWRyz39PrllBfg=mo,good,5,0,7.5.1,10/8/2024 10:51,"Hi Kak, terima kasih atas kepercayaannya untuk tetap menggunakan layanan myXL. Maya sangat mengapresiasi masukanmu agar bisa menjadi lebih baik kedepan. Jika ada pertanyaan lain silakan untuk menghubungi Maya via Twitter @myXLCare, FB @myXLCare, atau ke Livechat via myXL Apps.
",10/8/2024 11:00,7.5.1,positif
01e7142c-d717-4479-8781-a16b26a6cc6a,Xellos,https://play-lh.googleusercontent.com/a/ACg8ocJO04r9a5NcfCEW-nS8007WenMGgmMFnSu4dhwskpA9uwEsUg=mo,XL jaringan paling lemot di Indonesia.mau cari untung aja ga mau perbaiki masalah yang di keluhkan penggunanya.tutup aja perusahaan xl lu.udah puluhan kali gua lapor masalah jaringan ga juga di perbaiki.ga gua aja ngeluh jaringan pengguna lain juga ga juga di perbaiki.,1,0,,10/8/2024 10:49,"Hi Kak, maaf ya, agar dapat dibantu cek lebih lanjut, silakan hub Maya via Twitter @myXLCare, FB @myXLCare atau chat via myXL Apps. Jangan lupa ya untuk memberikan bintang 5 agar Maya menjadi lebih baik. Thanks
",9/26/2024 11:00,,negatif
28d2b93c-ecb3-42b6-bbc3-f233215399d6,Febrian Frenky,https://play-lh.googleusercontent.com/a/ACg8ocJ2FEnFiIS1j0aAM5pYUfGT2yXuOyabcXj4fxTv9G65EcUK4A=mo,paketan murah,5,0,7.4.0,10/8/2024 10:49,"Hi Kak, terima kasih atas kepercayaannya untuk tetap menggunakan layanan myXL. Maya sangat mengapresiasi masukanmu agar bisa menjadi bahan evaluasi bagi kami ke depan ya. Jika ada pertanyaan lain silakan untuk menghubungi Maya via Twitter @myXLCare, FB @myXLCare atau ke Livechat via myXL Apps.
",10/8/2024 11:00,7.4.0,positif
d0d04718-0242-4d13-a1b2-723704993f1d,Muh. Maulid,https://play-lh.googleusercontent.com/a-/ALV-UjUhgljg2E5ODDH8H4JxkZGV_JiGUITxCEBZ4CStvyY7z2gjlWuN,mantap,5,0,7.5.1,10/8/2024 10:47,"Hi Kak, terima kasih atas kepercayaannya untuk tetap menggunakan layanan myXL. Maya sangat mengapresiasi masukanmu agar bisa menjadi lebih baik kedepan. Jika ada pertanyaan lain silakan untuk menghubungi Maya via Twitter @myXLCare, FB @myXLCare, atau ke Livechat via myXL Apps.
",10/8/2024 11:00,7.5.1,positif
da514265-7b15-49e0-a241-70f16c11fc10,Fan Han,https://play-lh.googleusercontent.com/a/ACg8ocIdk7Q060DLq597MKie8JRGaj0hBWZqzWiEpNmyO2f8TkErGw=mo,mantab perbanyak bonusnya,5,0,7.5.1,10/8/2024 10:46,"Hi Kak, terima kasih atas penilaiannya. Penilaian kamu sangat membantu XL semakin berkembang agar bisa memberikan layanan yang lebih baik lagi. Apabila ada pertanyaan lain silakan hub Maya di Twitter @myXLCare, FB fanpage myXLCare atau chat via myXL Apps.
",10/8/2024 11:00,7.5.1,positif
a09e74a9-61be-4968-b6a1-61d9d44d91f3,Ferdi Juntak,https://play-lh.googleusercontent.com/a/ACg8ocIVG6VwW3y2lKfYsW1bs9QZc8RbwcOfgE9cKlyaLKhZHXc8yQ=mo,🔥,4,0,7.5.1,10/8/2024 10:38,"Hi Kak, terima kasih untuk reviewnya. Maya sangat mengapresiasi masukan dari Kakak agar bisa memberikan layanan yg lebih baik utk pelanggan setia XL. Apabila ada pertanyaan seputar XL silakan hub Maya via Twitter @myXLCare, FB fanpage myXLCare atau chat via MyXL Apps.
",10/8/2024 11:00,7.5.1,
